날짜,스트레스,날짜,코로나,날짜,수능,날짜,학업
2019-07-14,0.01746,2019-07-14,0.00904,2019-07-14,0.04592,2019-07-14,0.00269
2019-07-15,0.02103,2019-07-15,0.00945,2019-07-15,0.04551,2019-07-15,0.00307
2019-07-16,0.02176,2019-07-16,0.00996,2019-07-16,0.04453,2019-07-16,0.00342
2019-07-17,0.02038,2019-07-17,0.01137,2019-07-17,0.0438,2019-07-17,0.00264
2019-07-18,0.02056,2019-07-18,0.00974,2019-07-18,0.04481,2019-07-18,0.00279
2019-07-19,0.01536,2019-07-19,0.00937,2019-07-19,0.04162,2019-07-19,0.00222
2019-07-20,0.01255,2019-07-20,0.01112,2019-07-20,0.0432,2019-07-20,0.00156
2019-07-21,0.01157,2019-07-21,0.00931,2019-07-21,0.04573,2019-07-21,0.00214
2019-07-22,0.01758,2019-07-22,0.01,2019-07-22,0.05558,2019-07-22,0.00283
2019-07-23,0.01585,2019-07-23,0.01002,2019-07-23,0.0523,2019-07-23,0.00279
2019-07-24,0.01683,2019-07-24,0.01063,2019-07-24,0.04987,2019-07-24,0.00283
2019-07-25,0.01555,2019-07-25,0.01151,2019-07-25,0.05016,2019-07-25,0.00236
2019-07-26,0.01438,2019-07-26,0.01021,2019-07-26,0.04789,2019-07-26,0.0026
2019-07-27,0.01076,2019-07-27,0.01006,2019-07-27,0.04963,2019-07-27,0.00142
2019-07-28,0.01202,2019-07-28,0.00906,2019-07-28,0.05588,2019-07-28,0.00242
2019-07-29,0.01565,2019-07-29,0.01029,2019-07-29,0.06236,2019-07-29,0.00279
2019-07-30,0.01689,2019-07-30,0.00929,2019-07-30,0.06261,2019-07-30,0.00238
2019-07-31,0.01381,2019-07-31,0.00986,2019-07-31,0.06271,2019-07-31,0.00269
2019-08-01,0.01449,2019-08-01,0.01023,2019-08-01,0.07127,2019-08-01,0.00267
2019-08-02,0.01357,2019-08-02,0.01015,2019-08-02,0.06976,2019-08-02,0.0024
2019-08-03,0.01106,2019-08-03,0.00982,2019-08-03,0.07541,2019-08-03,0.00185
2019-08-04,0.01057,2019-08-04,0.00955,2019-08-04,0.10343,2019-08-04,0.00283
2019-08-05,0.01593,2019-08-05,0.01108,2019-08-05,0.26323,2019-08-05,0.00334
2019-08-06,0.01677,2019-08-06,0.00964,2019-08-06,0.36968,2019-08-06,0.00334
2019-08-07,0.01716,2019-08-07,0.00986,2019-08-07,0.11678,2019-08-07,0.0034
2019-08-08,0.01742,2019-08-08,0.00966,2019-08-08,0.0846,2019-08-08,0.00342
2019-08-09,0.01667,2019-08-09,0.00964,2019-08-09,0.06946,2019-08-09,0.0026
2019-08-10,0.01416,2019-08-10,0.01055,2019-08-10,0.06554,2019-08-10,0.00218
2019-08-11,0.01418,2019-08-11,0.00962,2019-08-11,0.07274,2019-08-11,0.00293
2019-08-12,0.01987,2019-08-12,0.00972,2019-08-12,0.10989,2019-08-12,0.00319
2019-08-13,0.01972,2019-08-13,0.01059,2019-08-13,0.10264,2019-08-13,0.00366
2019-08-14,0.01777,2019-08-14,0.01045,2019-08-14,0.08403,2019-08-14,0.00352
2019-08-15,0.01563,2019-08-15,0.01112,2019-08-15,0.07704,2019-08-15,0.00368
2019-08-16,0.01683,2019-08-16,0.00945,2019-08-16,0.08036,2019-08-16,0.00332
2019-08-17,0.01339,2019-08-17,0.01002,2019-08-17,0.07482,2019-08-17,0.00301
2019-08-18,0.01593,2019-08-18,0.01057,2019-08-18,0.08303,2019-08-18,0.00358
2019-08-19,0.0216,2019-08-19,0.00988,2019-08-19,0.09809,2019-08-19,0.00446
2019-08-20,0.01972,2019-08-20,0.01025,2019-08-20,0.0975,2019-08-20,0.00468
2019-08-21,0.0204,2019-08-21,0.00915,2019-08-21,0.09799,2019-08-21,0.00442
2019-08-22,0.02136,2019-08-22,0.00943,2019-08-22,0.10861,2019-08-22,0.00529
2019-08-23,0.01958,2019-08-23,0.0088,2019-08-23,0.09188,2019-08-23,0.00421
2019-08-24,0.01926,2019-08-24,0.00906,2019-08-24,0.07714,2019-08-24,0.00326
2019-08-25,0.02568,2019-08-25,0.0087,2019-08-25,0.09157,2019-08-25,0.00511
2019-08-26,0.02176,2019-08-26,0.00917,2019-08-26,0.11385,2019-08-26,0.0057
2019-08-27,0.02337,2019-08-27,0.00898,2019-08-27,0.09661,2019-08-27,0.00568
2019-08-28,0.02315,2019-08-28,0.00821,2019-08-28,0.09347,2019-08-28,0.00564
2019-08-29,0.02085,2019-08-29,0.00748,2019-08-29,0.08851,2019-08-29,0.00593
2019-08-30,0.02001,2019-08-30,0.00884,2019-08-30,0.08114,2019-08-30,0.00521
2019-08-31,0.01697,2019-08-31,0.00847,2019-08-31,0.07559,2019-08-31,0.0047
2019-09-01,0.02025,2019-09-01,0.00858,2019-09-01,0.09389,2019-09-01,0.00548
2019-09-02,0.02362,2019-09-02,0.00917,2019-09-02,0.11503,2019-09-02,0.00731
2019-09-03,0.02451,2019-09-03,0.00827,2019-09-03,0.11784,2019-09-03,0.00644
2019-09-04,0.02264,2019-09-04,0.00843,2019-09-04,0.16173,2019-09-04,0.00572
2019-09-05,0.02327,2019-09-05,0.00845,2019-09-05,0.11389,2019-09-05,0.00764
2019-09-06,0.02266,2019-09-06,0.0079,2019-09-06,0.10023,2019-09-06,0.00711
2019-09-07,0.01732,2019-09-07,0.00713,2019-09-07,0.07995,2019-09-07,0.00868
2019-09-08,0.02248,2019-09-08,0.0376,2019-09-08,0.10506,2019-09-08,0.01004
2019-09-09,0.02549,2019-09-09,0.01006,2019-09-09,0.12271,2019-09-09,0.01104
2019-09-10,0.02366,2019-09-10,0.00835,2019-09-10,0.09455,2019-09-10,0.00909
2019-09-11,0.01991,2019-09-11,0.00776,2019-09-11,0.08252,2019-09-11,0.00639
2019-09-12,0.01404,2019-09-12,0.0076,2019-09-12,0.07349,2019-09-12,0.00222
2019-09-13,0.01241,2019-09-13,0.00896,2019-09-13,0.08615,2019-09-13,0.00179
2019-09-14,0.01469,2019-09-14,0.01818,2019-09-14,0.078,2019-09-14,0.0026
2019-09-15,0.01907,2019-09-15,0.0089,2019-09-15,0.09958,2019-09-15,0.00413
2019-09-16,0.02352,2019-09-16,0.00972,2019-09-16,0.11185,2019-09-16,0.0055
2019-09-17,0.02388,2019-09-17,0.00919,2019-09-17,0.09742,2019-09-17,0.00403
2019-09-18,0.02429,2019-09-18,0.01039,2019-09-18,0.09461,2019-09-18,0.00409
2019-09-19,0.02331,2019-09-19,0.01037,2019-09-19,0.0933,2019-09-19,0.00334
2019-09-20,0.02207,2019-09-20,0.01261,2019-09-20,0.08381,2019-09-20,0.00338
2019-09-21,0.01746,2019-09-21,0.00955,2019-09-21,0.08576,2019-09-21,0.00181
2019-09-22,0.0154,2019-09-22,0.00847,2019-09-22,0.09811,2019-09-22,0.00385
2019-09-23,0.02081,2019-09-23,0.00904,2019-09-23,0.1325,2019-09-23,0.00407
2019-09-24,0.02099,2019-09-24,0.00823,2019-09-24,0.11462,2019-09-24,0.00309
2019-09-25,0.02017,2019-09-25,0.00801,2019-09-25,0.11668,2019-09-25,0.00305
2019-09-26,0.02123,2019-09-26,0.00764,2019-09-26,0.11332,2019-09-26,0.00283
2019-09-27,0.01983,2019-09-27,0.00915,2019-09-27,0.09648,2019-09-27,0.0026
2019-09-28,0.01593,2019-09-28,0.00858,2019-09-28,0.09428,2019-09-28,0.00163
2019-09-29,0.01807,2019-09-29,0.00858,2019-09-29,0.11611,2019-09-29,0.00262
2019-09-30,0.02272,2019-09-30,0.0088,2019-09-30,0.14171,2019-09-30,0.00348
2019-10-01,0.0225,2019-10-01,0.00786,2019-10-01,0.13924,2019-10-01,0.00295
2019-10-02,0.03218,2019-10-02,0.00788,2019-10-02,0.11909,2019-10-02,0.00271
2019-10-03,0.01498,2019-10-03,0.00951,2019-10-03,0.11393,2019-10-03,0.00258
2019-10-04,0.0175,2019-10-04,0.00931,2019-10-04,0.13305,2019-10-04,0.00273
2019-10-05,0.01526,2019-10-05,0.0088,2019-10-05,0.12086,2019-10-05,0.00226
2019-10-06,0.01657,2019-10-06,0.0078,2019-10-06,0.14304,2019-10-06,0.00297
2019-10-07,0.01917,2019-10-07,0.0089,2019-10-07,0.15959,2019-10-07,0.00366
2019-10-08,0.01956,2019-10-08,0.01068,2019-10-08,0.15506,2019-10-08,0.00307
2019-10-09,0.01993,2019-10-09,0.00872,2019-10-09,0.14927,2019-10-09,0.00336
2019-10-10,0.02034,2019-10-10,0.00856,2019-10-10,0.18003,2019-10-10,0.00481
2019-10-11,0.01981,2019-10-11,0.0086,2019-10-11,0.16982,2019-10-11,0.00462
2019-10-12,0.01624,2019-10-12,0.00782,2019-10-12,0.15598,2019-10-12,0.00289
2019-10-13,0.01864,2019-10-13,0.00727,2019-10-13,0.19611,2019-10-13,0.00277
2019-10-14,0.02278,2019-10-14,0.00864,2019-10-14,0.35913,2019-10-14,0.00381
2019-10-15,0.02184,2019-10-15,0.00827,2019-10-15,0.39241,2019-10-15,0.00307
2019-10-16,0.01989,2019-10-16,0.00821,2019-10-16,0.23304,2019-10-16,0.00383
2019-10-17,0.02229,2019-10-17,0.0076,2019-10-17,0.21816,2019-10-17,0.00301
2019-10-18,0.01917,2019-10-18,0.00884,2019-10-18,0.20512,2019-10-18,0.00291
2019-10-19,0.01779,2019-10-19,0.00839,2019-10-19,0.18828,2019-10-19,0.00161
2019-10-20,0.02115,2019-10-20,0.00807,2019-10-20,0.24327,2019-10-20,0.00222
2019-10-21,0.02319,2019-10-21,0.00888,2019-10-21,0.31516,2019-10-21,0.00322
2019-10-22,0.02219,2019-10-22,0.00819,2019-10-22,0.31194,2019-10-22,0.00326
2019-10-23,0.02429,2019-10-23,0.00815,2019-10-23,0.29557,2019-10-23,0.00277
2019-10-24,0.02191,2019-10-24,0.00919,2019-10-24,0.316,2019-10-24,0.00275
2019-10-25,0.02001,2019-10-25,0.00915,2019-10-25,0.35839,2019-10-25,0.00216
2019-10-26,0.01422,2019-10-26,0.00851,2019-10-26,0.29837,2019-10-26,0.00187
2019-10-27,0.0204,2019-10-27,0.0075,2019-10-27,0.36479,2019-10-27,0.00195
2019-10-28,0.02207,2019-10-28,0.0076,2019-10-28,0.50372,2019-10-28,0.00271
2019-10-29,0.02168,2019-10-29,0.00788,2019-10-29,0.46658,2019-10-29,0.00301
2019-10-30,0.02244,2019-10-30,0.00823,2019-10-30,0.50698,2019-10-30,0.00317
2019-10-31,0.02464,2019-10-31,0.00754,2019-10-31,0.53013,2019-10-31,0.00273
2019-11-01,0.02054,2019-11-01,0.00717,2019-11-01,0.65456,2019-11-01,0.00228
2019-11-02,0.01663,2019-11-02,0.00721,2019-11-02,0.54515,2019-11-02,0.00158
2019-11-03,0.02101,2019-11-03,0.00833,2019-11-03,0.79461,2019-11-03,0.00281
2019-11-04,0.02403,2019-11-04,0.00813,2019-11-04,1.23661,2019-11-04,0.00291
2019-11-05,0.02301,2019-11-05,0.00784,2019-11-05,1.26557,2019-11-05,0.00283
2019-11-06,0.02378,2019-11-06,0.00829,2019-11-06,1.33283,2019-11-06,0.00313
2019-11-07,0.02044,2019-11-07,0.00784,2019-11-07,1.69525,2019-11-07,0.00277
2019-11-08,0.02048,2019-11-08,0.00699,2019-11-08,1.49448,2019-11-08,0.00248
2019-11-09,0.01318,2019-11-09,0.00719,2019-11-09,1.08748,2019-11-09,0.00173
2019-11-10,0.01687,2019-11-10,0.00717,2019-11-10,1.37191,2019-11-10,0.00279
2019-11-11,0.02074,2019-11-11,0.00788,2019-11-11,2.42531,2019-11-11,0.00309
2019-11-12,0.02352,2019-11-12,0.00835,2019-11-12,3.12386,2019-11-12,0.00273
2019-11-13,0.0204,2019-11-13,0.00758,2019-11-13,6.31077,2019-11-13,0.00242
2019-11-14,0.01899,2019-11-14,0.0077,2019-11-14,19.64356,2019-11-14,0.00234
2019-11-15,0.01693,2019-11-15,0.00933,2019-11-15,4.88851,2019-11-15,0.0024
2019-11-16,0.01475,2019-11-16,0.00923,2019-11-16,1.20345,2019-11-16,0.0022
2019-11-17,0.01767,2019-11-17,0.00868,2019-11-17,0.66524,2019-11-17,0.00291
2019-11-18,0.02186,2019-11-18,0.00854,2019-11-18,0.53062,2019-11-18,0.00315
2019-11-19,0.0206,2019-11-19,0.00735,2019-11-19,0.37782,2019-11-19,0.00309
2019-11-20,0.01948,2019-11-20,0.00823,2019-11-20,0.31084,2019-11-20,0.0036
2019-11-21,0.02445,2019-11-21,0.00937,2019-11-21,0.21211,2019-11-21,0.00322
2019-11-22,0.01877,2019-11-22,0.00819,2019-11-22,0.16091,2019-11-22,0.00313
2019-11-23,0.01477,2019-11-23,0.0086,2019-11-23,0.12769,2019-11-23,0.00248
2019-11-24,0.01742,2019-11-24,0.00676,2019-11-24,0.12318,2019-11-24,0.00271
2019-11-25,0.02191,2019-11-25,0.00725,2019-11-25,0.14736,2019-11-25,0.00344
2019-11-26,0.0235,2019-11-26,0.00786,2019-11-26,0.11725,2019-11-26,0.00354
2019-11-27,0.02262,2019-11-27,0.00668,2019-11-27,0.10203,2019-11-27,0.00311
2019-11-28,0.02184,2019-11-28,0.00745,2019-11-28,0.12606,2019-11-28,0.00285
2019-11-29,0.0193,2019-11-29,0.00688,2019-11-29,0.09974,2019-11-29,0.00267
2019-11-30,0.0142,2019-11-30,0.00674,2019-11-30,0.07755,2019-11-30,0.00165
2019-12-01,0.01797,2019-12-01,0.00725,2019-12-01,0.09412,2019-12-01,0.00207
2019-12-02,0.02138,2019-12-02,0.00772,2019-12-02,0.58463,2019-12-02,0.00313
2019-12-03,0.02113,2019-12-03,0.00715,2019-12-03,1.4407,2019-12-03,0.00256
2019-12-04,0.02172,2019-12-04,0.00697,2019-12-04,1.14828,2019-12-04,0.00291
2019-12-05,0.02009,2019-12-05,0.00772,2019-12-05,0.20922,2019-12-05,0.00238
2019-12-06,0.01595,2019-12-06,0.0078,2019-12-06,0.127,2019-12-06,0.00209
2019-12-07,0.01408,2019-12-07,0.00782,2019-12-07,0.07604,2019-12-07,0.0014
2019-12-08,0.01455,2019-12-08,0.00737,2019-12-08,0.07007,2019-12-08,0.00191
2019-12-09,0.02028,2019-12-09,0.00868,2019-12-09,0.08152,2019-12-09,0.0026
2019-12-10,0.01979,2019-12-10,0.00876,2019-12-10,0.08813,2019-12-10,0.00214
2019-12-11,0.02111,2019-12-11,0.0079,2019-12-11,0.06603,2019-12-11,0.00248
2019-12-12,0.01763,2019-12-12,0.00735,2019-12-12,0.05539,2019-12-12,0.00218
2019-12-13,0.01485,2019-12-13,0.00731,2019-12-13,0.05181,2019-12-13,0.00216
2019-12-14,0.01226,2019-12-14,0.00721,2019-12-14,0.04716,2019-12-14,0.00124
2019-12-15,0.01367,2019-12-15,0.00703,2019-12-15,0.04555,2019-12-15,0.00254
2019-12-16,0.01887,2019-12-16,0.00733,2019-12-16,0.04854,2019-12-16,0.00291
2019-12-17,0.01836,2019-12-17,0.00741,2019-12-17,0.04184,2019-12-17,0.00279
2019-12-18,0.01795,2019-12-18,0.00713,2019-12-18,0.04477,2019-12-18,0.00275
2019-12-19,0.01679,2019-12-19,0.00587,2019-12-19,0.03833,2019-12-19,0.00281
2019-12-20,0.01383,2019-12-20,0.00752,2019-12-20,0.04078,2019-12-20,0.00256
2019-12-21,0.0108,2019-12-21,0.00735,2019-12-21,0.03587,2019-12-21,0.00167
2019-12-22,0.01012,2019-12-22,0.00719,2019-12-22,0.0397,2019-12-22,0.0026
2019-12-23,0.01457,2019-12-23,0.00692,2019-12-23,0.03801,2019-12-23,0.00334
2019-12-24,0.01359,2019-12-24,0.00786,2019-12-24,0.02994,2019-12-24,0.00203
2019-12-25,0.01125,2019-12-25,0.00709,2019-12-25,0.02924,2019-12-25,0.00161
2019-12-26,0.01426,2019-12-26,0.00815,2019-12-26,0.04072,2019-12-26,0.00211
2019-12-27,0.01322,2019-12-27,0.00754,2019-12-27,0.0324,2019-12-27,0.00193
2019-12-28,0.01049,2019-12-28,0.00721,2019-12-28,0.03381,2019-12-28,0.00148
2019-12-29,0.01116,2019-12-29,0.00623,2019-12-29,0.03894,2019-12-29,0.00199
2019-12-30,0.01265,2019-12-30,0.00845,2019-12-30,0.04312,2019-12-30,0.00279
2019-12-31,0.00894,2019-12-31,0.00878,2019-12-31,0.03844,2019-12-31,0.00287
2020-01-01,0.00801,2020-01-01,0.00699,2020-01-01,0.04125,2020-01-01,0.00246
2020-01-02,0.01379,2020-01-02,0.00837,2020-01-02,0.03907,2020-01-02,0.00195
2020-01-03,0.01536,2020-01-03,0.00892,2020-01-03,0.03365,2020-01-03,0.00197
2020-01-04,0.01202,2020-01-04,0.00982,2020-01-04,0.03108,2020-01-04,0.00158
2020-01-05,0.01169,2020-01-05,0.00723,2020-01-05,0.03136,2020-01-05,0.00191
2020-01-06,0.01559,2020-01-06,0.00803,2020-01-06,0.03886,2020-01-06,0.00273
2020-01-07,0.01638,2020-01-07,0.00819,2020-01-07,0.03548,2020-01-07,0.00287
2020-01-08,0.01626,2020-01-08,0.00766,2020-01-08,0.03293,2020-01-08,0.00252
2020-01-09,0.01542,2020-01-09,0.05189,2020-01-09,0.03279,2020-01-09,0.00232
2020-01-10,0.01441,2020-01-10,0.03939,2020-01-10,0.03075,2020-01-10,0.0025
2020-01-11,0.01025,2020-01-11,0.01593,2020-01-11,0.02712,2020-01-11,0.00156
2020-01-12,0.01135,2020-01-12,0.00951,2020-01-12,0.0293,2020-01-12,0.00134
2020-01-13,0.01555,2020-01-13,0.00984,2020-01-13,0.0334,2020-01-13,0.0024
2020-01-14,0.01602,2020-01-14,0.01065,2020-01-14,0.02957,2020-01-14,0.00209
2020-01-15,0.01459,2020-01-15,0.0097,2020-01-15,0.03142,2020-01-15,0.00222
2020-01-16,0.01589,2020-01-16,0.01328,2020-01-16,0.0301,2020-01-16,0.00216
2020-01-17,0.01385,2020-01-17,0.01487,2020-01-17,0.02829,2020-01-17,0.00193
2020-01-18,0.01023,2020-01-18,0.00974,2020-01-18,0.02747,2020-01-18,0.00138
2020-01-19,0.01188,2020-01-19,0.00996,2020-01-19,0.02857,2020-01-19,0.0013
2020-01-20,0.0164,2020-01-20,0.06854,2020-01-20,0.03242,2020-01-20,0.00191
2020-01-21,0.01555,2020-01-21,0.13684,2020-01-21,0.03224,2020-01-21,0.00191
2020-01-22,0.0153,2020-01-22,0.21613,2020-01-22,0.02922,2020-01-22,0.00209
2020-01-23,0.01496,2020-01-23,0.94802,2020-01-23,0.02896,2020-01-23,0.00128
2020-01-24,0.01086,2020-01-24,1.48423,2020-01-24,0.03283,2020-01-24,0.0012
2020-01-25,0.00959,2020-01-25,1.32177,2020-01-25,0.02826,2020-01-25,0.00101
2020-01-26,0.01027,2020-01-26,2.12683,2020-01-26,0.02645,2020-01-26,9.7E-4
2020-01-27,0.012,2020-01-27,2.08668,2020-01-27,0.02949,2020-01-27,0.00152
2020-01-28,0.01712,2020-01-28,2.92982,2020-01-28,0.03187,2020-01-28,0.00228
2020-01-29,0.0162,2020-01-29,2.76173,2020-01-29,0.03028,2020-01-29,0.00232
2020-01-30,0.01632,2020-01-30,2.9529,2020-01-30,0.03071,2020-01-30,0.00252
2020-01-31,0.01597,2020-01-31,4.50026,2020-01-31,0.02877,2020-01-31,0.00203
2020-02-01,0.01231,2020-02-01,3.12814,2020-02-01,0.03081,2020-02-01,0.00173
2020-02-02,0.01359,2020-02-02,3.34922,2020-02-02,0.03096,2020-02-02,0.00154
2020-02-03,0.01799,2020-02-03,4.34857,2020-02-03,0.03534,2020-02-03,0.00242
2020-02-04,0.01695,2020-02-04,4.14043,2020-02-04,0.03668,2020-02-04,0.00234
2020-02-05,0.01716,2020-02-05,3.76198,2020-02-05,0.03236,2020-02-05,0.00246
2020-02-06,0.01744,2020-02-06,4.73247,2020-02-06,0.03118,2020-02-06,0.00211
2020-02-07,0.01618,2020-02-07,4.26499,2020-02-07,0.03126,2020-02-07,0.00224
2020-02-08,0.01231,2020-02-08,3.4066,2020-02-08,0.02969,2020-02-08,0.00124
2020-02-09,0.01247,2020-02-09,3.06098,2020-02-09,0.0322,2020-02-09,0.00158
2020-02-10,0.01848,2020-02-10,3.65809,2020-02-10,0.03566,2020-02-10,0.00228
2020-02-11,0.01783,2020-02-11,2.85086,2020-02-11,0.0336,2020-02-11,0.00201
2020-02-12,0.01977,2020-02-12,3.02016,2020-02-12,0.03155,2020-02-12,0.0023
2020-02-13,0.01946,2020-02-13,3.72185,2020-02-13,0.03285,2020-02-13,0.00236
2020-02-14,0.01657,2020-02-14,2.81079,2020-02-14,0.03226,2020-02-14,0.00185
2020-02-15,0.01365,2020-02-15,2.17298,2020-02-15,0.02792,2020-02-15,0.0011
2020-02-16,0.013,2020-02-16,2.24491,2020-02-16,0.0322,2020-02-16,0.00146
2020-02-17,0.0174,2020-02-17,2.6342,2020-02-17,0.03764,2020-02-17,0.00216
2020-02-18,0.0172,2020-02-18,4.72283,2020-02-18,0.03336,2020-02-18,0.00224
2020-02-19,0.01659,2020-02-19,17.37258,2020-02-19,0.03416,2020-02-19,0.00264
2020-02-20,0.01612,2020-02-20,41.35139,2020-02-20,0.03328,2020-02-20,0.00234
2020-02-21,0.01614,2020-02-21,63.60004,2020-02-21,0.02985,2020-02-21,0.00183
2020-02-22,0.01275,2020-02-22,70.95608,2020-02-22,0.02659,2020-02-22,0.00132
2020-02-23,0.0129,2020-02-23,71.03224,2020-02-23,0.03385,2020-02-23,0.00183
2020-02-24,0.01622,2020-02-24,91.59004,2020-02-24,0.03055,2020-02-24,0.00185
2020-02-25,0.01789,2020-02-25,100.0,2020-02-25,0.04329,2020-02-25,0.00191
2020-02-26,0.01893,2020-02-26,85.89328,2020-02-26,0.03701,2020-02-26,0.00189
2020-02-27,0.01642,2020-02-27,81.99333,2020-02-27,0.03403,2020-02-27,0.00144
2020-02-28,0.01626,2020-02-28,77.20061,2020-02-28,0.03422,2020-02-28,0.00165
2020-02-29,0.01294,2020-02-29,68.26237,2020-02-29,0.03683,2020-02-29,0.00161
2020-03-01,0.01473,2020-03-01,58.5719,2020-03-01,0.03746,2020-03-01,0.00211
2020-03-02,0.01765,2020-03-02,73.17345,2020-03-02,0.0717,2020-03-02,0.00256
2020-03-03,0.01785,2020-03-03,60.07905,2020-03-03,0.05111,2020-03-03,0.00252
2020-03-04,0.01891,2020-03-04,53.87875,2020-03-04,0.04455,2020-03-04,0.00285
2020-03-05,0.01977,2020-03-05,47.68293,2020-03-05,0.04155,2020-03-05,0.00271
2020-03-06,0.01703,2020-03-06,40.81752,2020-03-06,0.04027,2020-03-06,0.00262
2020-03-07,0.01504,2020-03-07,32.72681,2020-03-07,0.03562,2020-03-07,0.00144
2020-03-08,0.01634,2020-03-08,31.53019,2020-03-08,0.03442,2020-03-08,0.00189
2020-03-09,0.0197,2020-03-09,41.06235,2020-03-09,0.04137,2020-03-09,0.00256
2020-03-10,0.0204,2020-03-10,42.83035,2020-03-10,0.03736,2020-03-10,0.00293
2020-03-11,0.02105,2020-03-11,38.20409,2020-03-11,0.03903,2020-03-11,0.00267
2020-03-12,0.02076,2020-03-12,35.79797,2020-03-12,0.03668,2020-03-12,0.0024
2020-03-13,0.01956,2020-03-13,33.27097,2020-03-13,0.03674,2020-03-13,0.00248
2020-03-14,0.01502,2020-03-14,25.59055,2020-03-14,0.04396,2020-03-14,0.00169
2020-03-15,0.0153,2020-03-15,23.04466,2020-03-15,0.04934,2020-03-15,0.00216
2020-03-16,0.02184,2020-03-16,30.29967,2020-03-16,0.08794,2020-03-16,0.00348
2020-03-17,0.02315,2020-03-17,27.73488,2020-03-17,0.4187,2020-03-17,0.00401
2020-03-18,0.02525,2020-03-18,27.06038,2020-03-18,0.08586,2020-03-18,0.00421
2020-03-19,0.02405,2020-03-19,24.45144,2020-03-19,0.06314,2020-03-19,0.00446
2020-03-20,0.0218,2020-03-20,22.95241,2020-03-20,0.05331,2020-03-20,0.00397
2020-03-21,0.02023,2020-03-21,19.57353,2020-03-21,0.04437,2020-03-21,0.00254
2020-03-22,0.02252,2020-03-22,19.37547,2020-03-22,0.06061,2020-03-22,0.0033
2020-03-23,0.0229,2020-03-23,22.35147,2020-03-23,0.07064,2020-03-23,0.00385
2020-03-24,0.02292,2020-03-24,21.7009,2020-03-24,0.08091,2020-03-24,0.00401
2020-03-25,0.02392,2020-03-25,20.10912,2020-03-25,0.06039,2020-03-25,0.00409
2020-03-26,0.02419,2020-03-26,20.00302,2020-03-26,0.05071,2020-03-26,0.00411
2020-03-27,0.02345,2020-03-27,20.26164,2020-03-27,0.05242,2020-03-27,0.00395
2020-03-28,0.02005,2020-03-28,18.50286,2020-03-28,0.04761,2020-03-28,0.00273
2020-03-29,0.02021,2020-03-29,17.02967,2020-03-29,0.05093,2020-03-29,0.00356
2020-03-30,0.02537,2020-03-30,19.02162,2020-03-30,0.07677,2020-03-30,0.00421
2020-03-31,0.02443,2020-03-31,17.97858,2020-03-31,4.96996,2020-03-31,0.00423
2020-04-01,0.02407,2020-04-01,16.50537,2020-04-01,0.17444,2020-04-01,0.00315
2020-04-02,0.02382,2020-04-02,16.99596,2020-04-02,0.10243,2020-04-02,0.00356
2020-04-03,0.02107,2020-04-03,16.65032,2020-04-03,0.0726,2020-04-03,0.00342
2020-04-04,0.01708,2020-04-04,12.97243,2020-04-04,0.06033,2020-04-04,0.00246
2020-04-05,0.01987,2020-04-05,12.45775,2020-04-05,0.06,2020-04-05,0.00299
2020-04-06,0.02207,2020-04-06,16.13853,2020-04-06,0.06597,2020-04-06,0.00332
2020-04-07,0.02301,2020-04-07,17.31335,2020-04-07,0.06075,2020-04-07,0.00409
2020-04-08,0.02189,2020-04-08,16.36942,2020-04-08,0.05906,2020-04-08,0.0036
2020-04-09,0.02435,2020-04-09,15.34689,2020-04-09,0.07928,2020-04-09,0.00432
2020-04-10,0.02186,2020-04-10,17.43833,2020-04-10,0.05586,2020-04-10,0.0035
2020-04-11,0.01736,2020-04-11,15.09204,2020-04-11,0.04367,2020-04-11,0.00264
2020-04-12,0.02417,2020-04-12,13.26402,2020-04-12,0.04944,2020-04-12,0.00309
2020-04-13,0.02598,2020-04-13,15.54213,2020-04-13,0.0784,2020-04-13,0.00468
2020-04-14,0.02619,2020-04-14,14.29465,2020-04-14,0.05533,2020-04-14,0.00375
2020-04-15,0.02091,2020-04-15,13.03774,2020-04-15,0.05052,2020-04-15,0.00291
2020-04-16,0.02425,2020-04-16,16.14269,2020-04-16,0.06143,2020-04-16,0.00464
2020-04-17,0.02633,2020-04-17,13.5543,2020-04-17,0.05372,2020-04-17,0.00478
2020-04-18,0.01712,2020-04-18,10.35571,2020-04-18,0.04606,2020-04-18,0.00201
2020-04-19,0.0218,2020-04-19,11.77132,2020-04-19,0.0528,2020-04-19,0.00317
2020-04-20,0.02806,2020-04-20,14.62888,2020-04-20,0.08531,2020-04-20,0.00446
2020-04-21,0.0272,2020-04-21,12.11213,2020-04-21,0.06505,2020-04-21,0.00419
2020-04-22,0.02708,2020-04-22,11.94767,2020-04-22,0.0598,2020-04-22,0.00389
2020-04-23,0.02792,2020-04-23,11.04524,2020-04-23,0.05215,2020-04-23,0.00395
2020-04-24,0.02239,2020-04-24,10.91964,2020-04-24,0.06597,2020-04-24,0.00389
2020-04-25,0.01754,2020-04-25,9.58157,2020-04-25,0.04848,2020-04-25,0.00236
2020-04-26,0.01948,2020-04-26,8.98309,2020-04-26,0.04958,2020-04-26,0.00252
2020-04-27,0.02749,2020-04-27,10.22523,2020-04-27,0.05664,2020-04-27,0.00401
2020-04-28,0.02727,2020-04-28,9.29053,2020-04-28,0.04842,2020-04-28,0.0045
2020-04-29,0.0235,2020-04-29,8.90397,2020-04-29,0.05731,2020-04-29,0.00383
